Hotel,is_canceled,lead_time,Lead_Time_Group,arrival_date_year,arrival_date_month,Month_Number_Final,arrival_date_week_number,arrival_date_day_of_month,Total stay (Week + Weekend),total guests(child + adult + baby),Family Flag,country_name,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,days_in_waiting_list,adr in INR ,required_car_parking_spaces,total_of_special_requests,Revenue
Resort Hotel,0.00,149,91-180,2015,9,9,37,12,7,1,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5224.5,0,0,36571.5
City Hotel,0.00,60,31-90,2017,2,2,6,10,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,6611.4,0,1,13222.8
Resort Hotel,0.00,171,91-180,2016,4,4,15,4,2,2,Family,Germany,Groups,TA/TO,0,0,0,0,Non Refund,0,7650,0,0,15300
City Hotel,0.00,57,31-90,2016,6,6,24,10,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8160.3,0,1,24480.9
Resort Hotel,0.00,198,180+,2017,5,5,18,5,3,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,4860,0,1,14580
Resort Hotel,0.00,16,0-30,2016,2,2,6,5,2,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,5220,0,1,10440
City Hotel,1.00,5,0-30,2015,9,9,37,10,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,11160,0,1,22320
Resort Hotel,0.00,6,0-30,2017,1,1,2,10,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,3060,1,1,9180
Resort Hotel,1.00,338,180+,2017,7,7,27,6,1,4,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,14760,0,0,14760
Resort Hotel,0.00,0,0-30,2017,3,3,10,5,1,1,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,5400,0,0,5400
City Hotel,1.00,31,31-90,2017,6,6,23,5,2,1,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,11700,0,0,23400
City Hotel,0.00,89,31-90,2016,4,4,15,4,4,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,7420.5,0,0,29682
Resort Hotel,0.00,4,0-30,2017,7,7,28,10,4,4,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,14760,0,1,59040
Resort Hotel,0.00,6,0-30,2015,10,10,42,11,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,1,No Deposit,0,7380,1,1,14760
Resort Hotel,0.00,5,0-30,2017,3,3,10,6,1,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,0,2700,0,0,2700
Resort Hotel,0.00,50,31-90,2017,6,6,23,8,1,2,Family,United States,Direct,Direct,0,0,0,0,No Deposit,0,14850,0,0,14850
City Hotel,0.00,124,91-180,2016,8,8,32,5,3,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,12933,0,1,38799
Resort Hotel,1.00,148,91-180,2016,8,8,32,1,3,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,14400,0,0,43200
City Hotel,0.00,47,31-90,2016,9,9,38,11,2,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,11259,0,1,22518
City Hotel,0.00,136,91-180,2016,7,7,29,10,6,2,Family,Brazil,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6502.5,0,1,39015
City Hotel,1.00,113,91-180,2016,12,12,50,8,1,2,Family,Netherlands,Online TA,TA/TO,0,0,0,2,No Deposit,0,8100,0,1,8100
Resort Hotel,0.00,132,91-180,2016,8,8,32,3,7,1,Family,Portugal,Direct,Direct,0,0,0,1,No Deposit,0,17460,0,0,122220
City Hotel,0.00,30,0-30,2016,5,5,20,11,2,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,10449,0,1,20898
City Hotel,0.00,10,0-30,2016,4,4,15,9,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,8100,0,1,16200
Resort Hotel,0.00,153,91-180,2017,4,4,15,12,4,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,8100,0,2,32400
City Hotel,0.00,71,31-90,2015,12,12,49,4,2,3,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,11199.6,0,1,22399.2
City Hotel,0.00,107,91-180,2015,8,8,33,12,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,1,No Deposit,0,6885,0,0,6885
City Hotel,0.00,16,0-30,2017,6,6,22,1,4,2,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,12150,0,1,48600
City Hotel,1.00,80,31-90,2016,4,4,16,10,3,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,Non Refund,0,9000,0,0,27000
Resort Hotel,0.00,5,0-30,2017,1,1,1,2,5,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,4860,1,1,24300
Resort Hotel,1.00,236,180+,2016,5,5,20,12,4,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,4320,0,0,17280
City Hotel,0.00,87,31-90,2016,6,6,24,11,4,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8550,0,0,34200
City Hotel,0.00,16,0-30,2016,6,6,24,8,1,1,Family,Unknown,Groups,Direct,0,0,0,1,No Deposit,0,8338.5,0,0,8338.5
Resort Hotel,1.00,3,0-30,2017,4,4,15,9,3,2,Family,Portugal,Corporate,Direct,0,0,0,0,Non Refund,0,9000,0,0,27000
City Hotel,1.00,69,31-90,2015,9,9,36,4,6,1,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,7994.7,0,0,47968.2
City Hotel,0.00,132,91-180,2016,7,7,27,1,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6502.5,0,0,19507.5
City Hotel,1.00,23,0-30,2017,6,6,22,1,3,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,18900,0,1,56700
City Hotel,1.00,16,0-30,2016,12,12,50,7,10,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,6839.1,0,0,68391
City Hotel,0.00,0,0-30,2016,11,11,46,7,2,2,Family,Portugal,Corporate,Corporate,1,0,1,0,No Deposit,0,6750,0,0,13500
Resort Hotel,0.00,3,0-30,2016,11,11,45,4,2,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,6660,1,2,13320
Resort Hotel,0.00,1,0-30,2017,4,4,14,4,1,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,4050,0,0,4050
Resort Hotel,0.00,173,91-180,2016,10,10,41,5,7,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,7586.1,0,1,53102.7
City Hotel,1.00,258,180+,2015,7,7,27,2,2,2,Family,Portugal,Groups,TA/TO,1,1,0,0,No Deposit,0,5652,0,0,11304
City Hotel,0.00,257,180+,2015,7,7,27,1,2,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,9135,0,0,18270
City Hotel,0.00,26,0-30,2017,3,3,10,11,2,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6120,0,0,12240
City Hotel,0.00,128,91-180,2016,8,8,32,3,3,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,8505,0,1,25515
City Hotel,1.00,20,0-30,2016,3,3,11,6,3,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,7650,0,0,22950
Resort Hotel,1.00,4,0-30,2015,10,10,40,3,2,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5220,0,1,10440
Resort Hotel,0.00,46,31-90,2016,3,3,10,4,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,4320,0,2,8640
City Hotel,0.00,190,180+,2016,4,4,15,9,2,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,31,6300,0,1,12600
City Hotel,0.00,87,31-90,2017,5,5,18,4,3,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,9720,0,1,29160
City Hotel,1.00,143,91-180,2017,5,5,18,4,2,1,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,9900,0,0,19800
City Hotel,1.00,110,91-180,2016,10,10,42,9,4,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,4,No Deposit,0,11700,0,2,46800
City Hotel,1.00,87,31-90,2017,6,6,23,9,2,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,13680,0,0,27360
City Hotel,1.00,414,180+,2015,12,12,49,5,3,2,Family,Portugal,Groups,TA/TO,0,1,0,0,Non Refund,0,5580,0,0,16740
City Hotel,0.00,14,0-30,2016,6,6,23,2,1,1,Family,United States,Direct,Direct,0,0,0,0,No Deposit,0,10863,0,0,10863
Resort Hotel,0.00,82,31-90,2017,6,6,23,8,7,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13680,0,1,95760
Resort Hotel,1.00,21,0-30,2017,4,4,15,10,2,4,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,10800,0,2,21600
City Hotel,0.00,10,0-30,2016,7,7,28,4,2,1,Family,Portugal,Corporate,Corporate,1,1,15,0,No Deposit,0,5850,0,1,11700
City Hotel,0.00,28,0-30,2015,10,10,42,12,3,2,Family,Netherlands,Online TA,TA/TO,0,0,0,0,No Deposit,0,8988.3,0,2,26964.9
Resort Hotel,1.00,352,180+,2017,8,8,31,1,14,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,17186.4,0,1,240609.6
City Hotel,1.00,40,31-90,2017,1,1,1,5,9,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,6732,0,0,60588
Resort Hotel,0.00,188,180+,2017,8,8,32,8,11,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,15709.5,0,2,172804.5
City Hotel,0.00,96,91-180,2016,4,4,15,8,5,2,Family,France,Online TA,TA/TO,0,0,0,1,No Deposit,0,7879.5,0,1,39397.5
City Hotel,0.00,87,31-90,2016,2,2,7,12,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,7065,0,1,21195
City Hotel,1.00,182,180+,2017,7,7,27,8,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,7422.3,0,1,14844.6
City Hotel,0.00,0,0-30,2015,9,9,37,11,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,1,No Deposit,0,11160,0,1,11160
City Hotel,0.00,19,0-30,2016,11,11,46,12,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10739.7,0,2,32219.1
Resort Hotel,0.00,159,91-180,2017,6,6,23,10,1,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7200,0,1,7200
Resort Hotel,0.00,152,91-180,2017,4,4,14,5,7,3,Family,United Kingdom,Groups,TA/TO,0,0,0,3,No Deposit,0,6120,0,0,42840
City Hotel,0.00,1,0-30,2016,3,3,11,12,1,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,8730,0,1,8730
City Hotel,0.00,0,0-30,2015,8,8,31,1,1,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,6750,0,0,6750
Resort Hotel,0.00,27,0-30,2017,7,7,27,3,1,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,12780,0,0,12780
Resort Hotel,0.00,4,0-30,2015,12,12,50,11,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,4320,0,0,8640
City Hotel,1.00,78,31-90,2017,7,7,28,10,4,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,17100,0,1,68400
City Hotel,0.00,157,91-180,2016,12,12,50,8,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6120,0,0,18360
Resort Hotel,1.00,60,31-90,2016,4,4,15,3,2,3,Family,Portugal,Online TA,TA/TO,0,0,0,1,No Deposit,0,8010,0,2,16020
City Hotel,1.00,28,0-30,2015,10,10,41,8,2,2,Family,Portugal,Online TA,TA/TO,0,1,0,0,No Deposit,0,10197,0,1,20394
Resort Hotel,0.00,0,0-30,2015,12,12,49,2,1,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,3870,0,1,3870
City Hotel,1.00,15,0-30,2016,3,3,11,8,1,4,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,7472.7,0,0,7472.7
City Hotel,0.00,16,0-30,2017,3,3,9,2,3,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6120,0,0,18360
City Hotel,0.00,8,0-30,2015,9,9,37,8,2,3,Family,Portugal,Online TA,TA/TO,0,0,0,1,No Deposit,0,8316,0,3,16632
City Hotel,0.00,22,0-30,2017,6,6,24,11,3,1,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,8568,0,1,25704
City Hotel,0.00,57,31-90,2016,12,12,50,8,3,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,8694,0,1,26082
City Hotel,1.00,297,180+,2015,8,8,33,10,2,2,Family,Portugal,Groups,TA/TO,0,1,0,0,Non Refund,0,5580,0,0,11160
Resort Hotel,1.00,16,0-30,2016,12,12,49,1,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,5400,0,2,5400
Resort Hotel,1.00,7,0-30,2016,3,3,10,3,3,1,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,3870,0,1,11610
Resort Hotel,0.00,0,0-30,2016,10,10,41,4,2,2,Family,Belgium,Direct,Direct,0,0,0,0,No Deposit,0,11700,0,0,23400
City Hotel,0.00,41,31-90,2017,3,3,9,3,7,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,9027,0,0,63189
City Hotel,0.00,56,31-90,2017,3,3,10,6,1,2,Family,Unknown,Direct,Direct,0,0,0,1,No Deposit,0,7176.6,0,0,7176.6
City Hotel,1.00,26,0-30,2016,2,2,7,8,2,4,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,15390,0,0,30780
City Hotel,0.00,24,0-30,2017,3,3,9,2,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8262,0,2,33048
Resort Hotel,0.00,32,31-90,2016,2,2,7,8,7,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,2997,0,0,20979
Resort Hotel,1.00,334,180+,2017,8,8,31,1,6,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,14094,0,0,84564
City Hotel,1.00,143,91-180,2016,10,10,41,6,3,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13608,0,1,40824
Resort Hotel,0.00,1,0-30,2016,10,10,42,11,1,1,Family,Netherlands,Online TA,TA/TO,0,0,0,0,No Deposit,0,5580,1,2,5580
Resort Hotel,1.00,152,91-180,2016,8,8,32,1,7,4,Family,Portugal,Direct,Direct,0,0,0,1,No Deposit,0,19092.6,0,0,133648.2
Resort Hotel,0.00,0,0-30,2016,11,11,45,5,1,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,7560,1,0,7560
City Hotel,0.00,1,0-30,2015,10,10,41,7,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,13950,0,0,27900
City Hotel,0.00,6,0-30,2017,4,4,14,2,1,2,Family,Netherlands,Direct,Direct,0,0,0,1,No Deposit,0,8550,0,1,8550
City Hotel,1.00,76,31-90,2017,5,5,19,9,5,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,11340,0,1,56700
City Hotel,1.00,64,31-90,2016,3,3,11,9,5,2,Family,Sweden,Online TA,TA/TO,0,0,0,0,No Deposit,0,6655.5,0,1,33277.5
City Hotel,0.00,84,31-90,2017,4,4,14,6,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,11502,0,3,34506
City Hotel,1.00,56,31-90,2016,9,9,36,2,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8910,0,0,8910
Resort Hotel,1.00,32,31-90,2017,4,4,14,7,7,4,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,14336.1,0,0,100352.7
City Hotel,0.00,34,31-90,2015,8,8,32,5,2,2,Family,Spain,Groups,TA/TO,0,0,0,0,No Deposit,0,5580,0,0,11160
City Hotel,0.00,0,0-30,2015,11,11,45,5,1,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,8010,0,0,8010
Resort Hotel,1.00,45,31-90,2017,4,4,14,8,1,3,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,12456,0,1,12456
City Hotel,1.00,78,31-90,2017,7,7,27,7,3,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,17100,0,0,51300
Resort Hotel,0.00,186,180+,2016,12,12,50,10,5,2,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,3261.6,1,0,16308
Resort Hotel,1.00,65,31-90,2017,5,5,18,3,12,2,Family,Portugal,Groups,Corporate,0,0,0,0,Non Refund,0,8550,0,0,102600
City Hotel,0.00,69,31-90,2017,5,5,19,9,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,2,No Deposit,0,13979.7,0,0,41939.1
Resort Hotel,1.00,302,180+,2017,5,5,19,9,4,2,Family,Portugal,Groups,Direct,0,0,0,0,No Deposit,0,7290,0,0,29160
City Hotel,0.00,4,0-30,2017,1,1,2,10,3,1,Family,Portugal,Corporate,Corporate,1,1,10,0,No Deposit,0,5850,0,1,17550
Resort Hotel,0.00,2,0-30,2016,4,4,15,8,1,2,Family,Portugal,Groups,TA/TO,0,0,0,4,No Deposit,0,4860,0,0,4860
City Hotel,0.00,1,0-30,2016,1,1,2,3,3,4,Family,France,Online TA,TA/TO,0,0,0,2,No Deposit,0,8280,0,0,24840
City Hotel,1.00,36,31-90,2015,8,8,32,7,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,5580,0,0,11160
Resort Hotel,1.00,305,180+,2017,7,7,26,1,6,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,16110,0,1,96660
City Hotel,0.00,85,31-90,2017,3,3,10,8,3,2,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,8748,0,0,26244
City Hotel,0.00,205,180+,2016,9,9,37,6,1,3,Family,Germany,Online TA,TA/TO,0,0,0,1,No Deposit,0,12879,0,0,12879
Resort Hotel,1.00,25,0-30,2017,2,2,6,9,4,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,5220,0,0,20880
Resort Hotel,0.00,72,31-90,2017,5,5,18,4,7,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,4756.5,0,0,33295.5
Resort Hotel,0.00,49,31-90,2016,11,11,46,11,3,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5256,1,0,15768
Resort Hotel,0.00,1,0-30,2015,12,12,49,3,1,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,2250,0,0,2250
City Hotel,0.00,451,180+,2017,7,7,28,12,3,2,Family,United Kingdom,Groups,TA/TO,0,0,0,0,No Deposit,0,10140.3,0,1,30420.9
City Hotel,1.00,6,0-30,2017,5,5,19,10,1,2,Family,Portugal,Groups,Corporate,0,0,0,0,Non Refund,0,8100,0,0,8100
Resort Hotel,0.00,315,180+,2016,9,9,36,2,7,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5832,0,0,40824
Resort Hotel,0.00,26,0-30,2015,9,9,36,1,2,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,13140,0,2,26280
City Hotel,0.00,19,0-30,2017,1,1,1,2,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,1,No Deposit,0,8721,0,2,34884
City Hotel,0.00,28,0-30,2017,6,6,23,9,3,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,16290,0,0,48870
City Hotel,0.00,57,31-90,2017,2,2,6,5,4,1,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,4594.5,0,1,18378
Resort Hotel,1.00,42,31-90,2016,11,11,45,2,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,5022,0,2,15066
Resort Hotel,1.00,24,0-30,2016,6,6,24,8,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11009.7,0,0,33029.1
City Hotel,1.00,198,180+,2016,9,9,37,9,3,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,10800,0,0,32400
Resort Hotel,0.00,96,91-180,2017,4,4,15,9,7,1,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,3708,1,0,25956
City Hotel,1.00,45,31-90,2016,12,12,51,12,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8721,0,2,34884
City Hotel,1.00,305,180+,2016,10,10,40,1,2,2,Family,Portugal,Groups,TA/TO,0,1,0,0,Non Refund,17,9000,0,0,18000
City Hotel,0.00,87,31-90,2016,6,6,24,9,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,8793.9,0,0,26381.7
Resort Hotel,0.00,87,31-90,2016,2,2,7,9,6,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8820,0,2,52920
City Hotel,0.00,0,0-30,2015,9,9,37,10,1,1,Family,France,Corporate,Corporate,0,0,0,0,No Deposit,0,8100,0,0,8100
City Hotel,1.00,33,31-90,2015,12,12,50,9,2,2,Family,Portugal,Offline TA/TO,TA/TO,0,1,0,0,Non Refund,0,9900,0,0,19800
City Hotel,1.00,290,180+,2016,12,12,49,1,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,6655.5,0,0,26622
Resort Hotel,0.00,171,91-180,2017,8,8,31,1,9,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,17199.9,0,2,154799.1
Resort Hotel,0.00,24,0-30,2016,5,5,19,7,7,2,Family,Germany,Groups,TA/TO,0,0,0,0,No Deposit,0,7650,0,0,53550
City Hotel,0.00,12,0-30,2015,8,8,32,5,3,2,Family,Unknown,Corporate,Corporate,0,0,0,0,No Deposit,0,5850,0,0,17550
City Hotel,0.00,2,0-30,2016,6,6,23,2,2,2,Family,Portugal,Online TA,Corporate,0,0,0,0,No Deposit,0,10800,0,0,21600
City Hotel,0.00,8,0-30,2017,4,4,15,10,2,1,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,12600,0,1,25200
City Hotel,0.00,5,0-30,2016,4,4,15,4,2,1,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,8550,0,1,17100
Resort Hotel,0.00,0,0-30,2015,11,11,45,1,1,2,Family,Spain,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7371,0,0,7371
City Hotel,0.00,18,0-30,2016,4,4,14,2,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11610,0,1,11610
Resort Hotel,1.00,6,0-30,2016,1,1,2,8,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,8640,0,0,17280
City Hotel,0.00,0,0-30,2015,11,11,46,9,4,2,Family,United States,Online TA,TA/TO,0,0,0,1,No Deposit,0,9540,1,1,38160
Resort Hotel,1.00,169,91-180,2016,10,10,41,4,5,2,Family,Unknown,Online TA,TA/TO,0,0,0,3,No Deposit,0,7290,0,0,36450
Resort Hotel,0.00,1,0-30,2015,12,12,49,2,1,4,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,8820,1,1,8820
City Hotel,0.00,86,31-90,2017,5,5,18,2,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8731.8,0,1,26195.4
City Hotel,1.00,75,31-90,2016,7,7,29,11,2,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11097,0,0,22194
Resort Hotel,1.00,150,91-180,2016,11,11,46,10,5,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,2721.6,0,0,13608
City Hotel,0.00,32,31-90,2016,7,7,28,4,2,1,Family,Portugal,Corporate,Corporate,1,1,10,0,No Deposit,0,5850,0,1,11700
City Hotel,0.00,236,180+,2017,7,7,27,4,3,2,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7209,0,0,21627
City Hotel,0.00,125,91-180,2016,4,4,16,12,5,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8950.5,0,0,44752.5
City Hotel,0.00,80,31-90,2016,11,11,45,4,3,2,Family,Netherlands,Online TA,TA/TO,0,0,0,1,No Deposit,0,8514,0,1,25542
City Hotel,0.00,127,91-180,2016,11,11,45,2,5,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,8100,0,3,40500
City Hotel,0.00,9,0-30,2017,3,3,10,7,2,1,Family,Belgium,Online TA,TA/TO,0,0,0,1,No Deposit,0,10620,0,0,21240
Resort Hotel,0.00,60,31-90,2015,8,8,33,11,4,4,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,16920,0,0,67680
Resort Hotel,0.00,6,0-30,2016,12,12,50,6,1,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,3726,0,0,3726
City Hotel,0.00,122,91-180,2016,8,8,32,2,3,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,10692,0,1,32076
City Hotel,0.00,10,0-30,2017,1,1,1,7,5,3,Family,Brazil,Online TA,TA/TO,0,0,0,2,No Deposit,0,9883.8,0,2,49419
City Hotel,1.00,148,91-180,2015,8,8,32,5,3,2,Family,Portugal,Online TA,TA/TO,0,1,0,0,No Deposit,0,6885,0,0,20655
City Hotel,0.00,3,0-30,2016,8,8,32,1,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9810,0,1,19620
City Hotel,1.00,3,0-30,2016,11,11,46,12,1,4,Family,Portugal,Direct,Direct,1,0,3,0,No Deposit,0,6750,0,1,6750
City Hotel,0.00,50,31-90,2017,2,2,5,3,2,1,Family,Germany,Online TA,GDS,0,0,0,0,No Deposit,0,7020,0,0,14040
City Hotel,1.00,266,180+,2017,5,5,18,3,3,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,9000,0,0,27000
City Hotel,0.00,63,31-90,2016,5,5,19,7,1,4,Family,Netherlands,Direct,Direct,0,0,0,0,No Deposit,0,17415,0,1,17415
City Hotel,1.00,146,91-180,2017,7,7,28,11,1,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11259,0,0,11259
City Hotel,1.00,139,91-180,2017,6,6,24,12,2,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,Non Refund,0,9900,0,0,19800
City Hotel,1.00,30,0-30,2016,6,6,23,2,2,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,Non Refund,0,12600,0,0,25200
Resort Hotel,0.00,57,31-90,2016,7,7,28,8,2,4,Family,Unknown,Direct,Direct,0,0,0,1,No Deposit,0,17100,0,0,34200
City Hotel,1.00,34,31-90,2017,3,3,10,11,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,14339.7,0,0,43019.1
